Time,VAS,VVS,NID,CA,NAE,PRP,IFP,VG,CNA,VTS,HM,AUH,CPP,PVS,BFN,BFM,PA,QLO,AU,VP,VB,RBF,RFN,TVD,NOD,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,AUM,RR,GLP,PFL,VUD,VAE,RSN,QAO,VIF,VEC,VTW
38880,0.83304,3.2646,0.04,0.00355,2122,207.64,12.217,11.387,141.84,11.982,40,1.0015,70.001,3.7435,2.8604,0.96566,95.223,5.0202,1.0051,2.9663,4.9745,1.1942,1.1942,0.00044179,0.040434,72.347,0.069391,28.129,51.61,0.12208,94.732,0.7314,0.0070494,1.0043,79.739,61.632,15.632,0.00044241,0.33804,31.982,5.0202,0.59572,14.961,39.985
39240,0.83299,3.2647,0.04,0.00355,2122,207.64,12.218,11.387,141.84,11.982,40,1.0014,69.999,3.7436,2.8603,0.96561,95.209,5.02,1.0048,2.9663,4.9746,1.1942,1.1942,0.00044162,0.040417,72.337,0.069398,28.118,51.61,0.12208,94.723,0.73139,0.0070503,1.0041,79.728,61.631,15.631,0.00044221,0.33799,31.978,5.02,0.59569,14.961,39.985
39600,0.83294,3.2647,0.04,0.00355,2122,207.64,12.219,11.386,141.84,11.982,40,1.0014,69.998,3.7436,2.8602,0.96556,95.195,5.0199,1.0046,2.9664,4.9747,1.1942,1.1942,0.00044145,0.0404,72.327,0.069405,28.108,51.61,0.12208,94.714,0.73138,0.0070511,1.0039,79.718,61.63,15.631,0.00044202,0.33794,31.974,5.0199,0.59567,14.961,39.984
39960,0.8329,3.2648,0.04,0.00355,2122,207.64,12.22,11.386,141.84,11.982,40,1.0013,69.996,3.7437,2.86,0.96551,95.183,5.0197,1.0043,2.9664,4.9748,1.1941,1.1941,0.00044129,0.040384,72.318,0.069411,28.098,51.61,0.12208,94.706,0.73136,0.0070518,1.0037,79.708,61.63,15.631,0.00044183,0.3379,31.971,5.0197,0.59564,14.961,39.984
40320,0.83286,3.2649,0.04,0.00355,2122,207.64,12.22,11.386,141.84,11.982,40,1.0012,69.995,3.7438,2.86,0.96546,95.171,5.0195,1.0041,2.9665,4.9748,1.1941,1.1941,0.00044112,0.040369,72.309,0.069418,28.089,51.61,0.12208,94.697,0.73135,0.0070525,1.0035,79.699,61.629,15.631,0.00044165,0.33786,31.968,5.0195,0.59562,14.961,39.984
40320,0.83286,3.2649,0.04,0.00355,2122,207.64,12.22,11.386,141.84,11.982,40,1.0012,69.995,3.7438,2.86,0.96546,95.171,5.0195,1.0041,2.9665,4.9748,1.1941,1.1941,0.00044112,0.040369,72.309,0.069418,28.089,51.61,0.12208,94.697,0.73135,0.0070525,1.0035,79.699,61.629,15.631,0.00044165,0.33786,31.968,5.0195,0.59562,14.961,39.984
50400,0.83231,3.2659,0.04,0.00355,2122.2,207.75,12.242,11.385,141.84,11.981,40,1.0002,69.988,3.746,2.8585,0.96502,95.016,5.0176,1.0006,2.9684,4.977,1.1941,1.1941,0.00043744,0.040143,72.183,0.069512,27.963,51.61,0.12208,94.579,0.73092,0.0070557,1.0005,79.573,61.626,15.631,0.00043765,0.33731,31.93,5.0176,0.59524,14.962,39.981
60480,0.8323,3.2665,0.04,0.00355,2122.4,207.94,12.261,11.385,141.84,11.98,40,0.99994,70.006,3.7482,2.8581,0.96523,95.014,5.0176,0.99979,2.9704,4.9788,1.1942,1.1942,0.00043473,0.040091,72.158,0.069537,27.95,51.61,0.12209,94.553,0.73048,0.0070472,0.99982,79.56,61.635,15.633,0.00043485,0.3373,31.932,5.0176,0.5951,14.963,39.979
70560,0.83241,3.2669,0.04,0.00355,2122.6,208.12,12.275,11.385,141.84,11.98,40,0.99989,70.026,3.7502,2.8581,0.96557,95.046,5.0181,0.99963,2.9721,4.9804,1.1944,1.1944,0.00043247,0.040082,72.158,0.069543,27.963,51.61,0.12211,94.551,0.73009,0.0070377,0.99968,79.573,61.645,15.635,0.00043258,0.33741,31.943,5.0181,0.59504,14.965,39.978
80640,0.83254,3.2671,0.04,0.00355,2122.8,208.28,12.286,11.385,141.84,11.98,40,0.99989,70.043,3.7519,2.8581,0.96589,95.081,5.0186,0.99964,2.9736,4.9816,1.1946,1.1946,0.00043054,0.040084,72.164,0.069544,27.982,51.61,0.12212,94.555,0.72977,0.0070297,0.99969,79.592,61.654,15.636,0.00043064,0.33754,31.955,5.0186,0.59501,14.966,39.977
90720,0.83265,3.2673,0.04,0.00355,2122.9,208.4,12.295,11.385,141.84,11.98,40,0.9999,70.057,3.7532,2.8581,0.96617,95.114,5.019,0.99968,2.9748,4.9827,1.1947,1.1947,0.00042886,0.040089,72.171,0.069544,28,51.61,0.12213,94.559,0.72951,0.0070233,0.99973,79.61,61.661,15.638,0.00042895,0.33765,31.965,5.019,0.59499,14.967,39.976
1.008e+05,0.83275,3.2675,0.04,0.00355,2123.1,208.51,12.301,11.385,141.84,11.98,40,0.99992,70.067,3.7543,2.8581,0.96641,95.142,5.0194,0.99973,2.9758,4.9836,1.1949,1.1949,0.00042739,0.040094,72.176,0.069543,28.016,51.61,0.12214,94.564,0.72929,0.0070183,0.99977,79.626,61.666,15.64,0.00042747,0.33775,31.975,5.0194,0.59497,14.968,39.975
1.1088e+05,0.83284,3.2677,0.04,0.00355,2123.2,208.59,12.306,11.385,141.84,11.98,40,0.99993,70.076,3.7552,2.8582,0.96661,95.165,5.0197,0.99977,2.9767,4.9843,1.1949,1.1949,0.0004261,0.040098,72.181,0.069543,28.03,51.61,0.12215,94.568,0.72912,0.0070145,0.9998,79.64,61.671,15.641,0.00042617,0.33784,31.982,5.0197,0.59496,14.969,39.974
1.2096e+05,0.83291,3.2678,0.04,0.00355,2123.3,208.66,12.309,11.385,141.84,11.98,40,0.99994,70.082,3.756,2.8582,0.96678,95.186,5.02,0.9998,2.9774,4.9849,1.195,1.195,0.00042496,0.040101,72.185,0.069543,28.042,51.61,0.12216,94.572,0.72898,0.0070115,0.99983,79.652,61.675,15.642,0.00042503,0.33791,31.989,5.02,0.59496,14.97,39.973
1.3104e+05,0.83297,3.2679,0.04,0.00355,2123.4,208.72,12.312,11.385,141.84,11.98,40,0.99995,70.087,3.7566,2.8582,0.96692,95.203,5.0202,0.99983,2.978,4.9854,1.1951,1.1951,0.00042396,0.040104,72.188,0.069543,28.053,51.61,0.12217,94.575,0.72886,0.0070091,0.99985,79.663,61.678,15.643,0.00042403,0.33797,31.995,5.0202,0.59495,14.971,39.973
1.4112e+05,0.83302,3.2679,0.04,0.00355,2123.4,208.76,12.314,11.385,141.84,11.98,40,0.99996,70.091,3.757,2.8582,0.96705,95.218,5.0204,0.99985,2.9785,4.9858,1.1951,1.1951,0.00042308,0.040106,72.191,0.069543,28.063,51.61,0.12218,94.578,0.72876,0.0070073,0.99988,79.672,61.68,15.644,0.00042314,0.33802,32,5.0204,0.59495,14.971,39.972
1.512e+05,0.83307,3.268,0.04,0.00355,2123.5,208.8,12.316,11.385,141.84,11.98,40,0.99996,70.094,3.7574,2.8582,0.96715,95.231,5.0205,0.99987,2.9789,4.9861,1.1952,1.1952,0.0004223,0.040108,72.193,0.069543,28.071,51.61,0.12218,94.58,0.72869,0.0070059,0.99989,79.681,61.682,15.645,0.00042235,0.33807,32.004,5.0205,0.59495,14.971,39.971
1.6128e+05,0.83311,3.2681,0.04,0.00355,2123.5,208.84,12.317,11.385,141.84,11.98,40,0.99997,70.096,3.7578,2.8582,0.96725,95.242,5.0207,0.99989,2.9793,4.9864,1.1952,1.1952,0.00042161,0.04011,72.195,0.069543,28.078,51.61,0.12219,94.582,0.72862,0.0070047,0.99991,79.688,61.684,15.645,0.00042166,0.33811,32.007,5.0207,0.59495,14.972,39.971
1.7136e+05,0.83314,3.2681,0.04,0.00355,2123.6,208.86,12.318,11.385,141.83,11.98,40,0.99997,70.098,3.758,2.8582,0.96733,95.252,5.0208,0.9999,2.9796,4.9866,1.1952,1.1952,0.000421,0.040111,72.196,0.069543,28.084,51.61,0.12219,94.584,0.72857,0.0070039,0.99992,79.694,61.685,15.646,0.00042105,0.33814,32.011,5.0208,0.59495,14.972,39.97
1.8144e+05,0.83317,3.2681,0.04,0.00355,2123.6,208.89,12.319,11.385,141.83,11.98,40,0.99998,70.1,3.7583,2.8582,0.9674,95.26,5.0209,0.99992,2.9798,4.9868,1.1952,1.1952,0.00042046,0.040113,72.197,0.069544,28.09,51.61,0.1222,94.586,0.72853,0.0070031,0.99993,79.7,61.686,15.646,0.00042051,0.33817,32.013,5.0209,0.59495,14.972,39.97
1.9152e+05,0.8332,3.2682,0.04,0.00355,2123.6,208.91,12.32,11.385,141.83,11.98,40,0.99998,70.101,3.7584,2.8582,0.96746,95.268,5.021,0.99993,2.9801,4.987,1.1953,1.1953,0.00041999,0.040114,72.198,0.069544,28.095,51.61,0.1222,94.588,0.7285,0.0070026,0.99994,79.705,61.687,15.647,0.00042003,0.3382,32.016,5.021,0.59495,14.973,39.969
2.016e+05,0.83322,3.2682,0.04,0.00355,2123.7,208.92,12.32,11.385,141.83,11.98,40,0.99998,70.102,3.7586,2.8583,0.96751,95.274,5.021,0.99994,2.9803,4.9871,1.1953,1.1953,0.00041957,0.040114,72.199,0.069544,28.099,51.61,0.1222,94.589,0.72847,0.0070021,0.99995,79.709,61.688,15.647,0.0004196,0.33822,32.018,5.021,0.59495,14.973,39.969
2.1168e+05,0.83324,3.2682,0.04,0.00355,2123.7,208.94,12.321,11.385,141.83,11.98,40,0.99998,70.103,3.7587,2.8583,0.96755,95.28,5.0211,0.99994,2.9804,4.9872,1.1953,1.1953,0.00041919,0.040115,72.2,0.069544,28.103,51.61,0.12221,94.59,0.72845,0.0070018,0.99995,79.713,61.689,15.648,0.00041923,0.33824,32.02,5.0211,0.59495,14.973,39.969
2.2176e+05,0.83326,3.2682,0.04,0.00355,2123.7,208.95,12.321,11.385,141.83,11.98,40,0.99999,70.103,3.7588,2.8583,0.96759,95.285,5.0212,0.99995,2.9806,4.9873,1.1953,1.1953,0.00041886,0.040116,72.201,0.069545,28.106,51.61,0.12221,94.591,0.72843,0.0070015,0.99996,79.716,61.689,15.648,0.00041889,0.33826,32.022,5.0212,0.59495,14.973,39.968
2.3184e+05,0.83328,3.2682,0.04,0.00355,2123.7,208.96,12.321,11.385,141.83,11.98,40,0.99999,70.104,3.7589,2.8583,0.96763,95.289,5.0212,0.99996,2.9807,4.9874,1.1953,1.1953,0.00041857,0.040116,72.201,0.069545,28.109,51.61,0.12221,94.592,0.72841,0.0070012,0.99996,79.719,61.69,15.648,0.0004186,0.33828,32.023,5.0212,0.59495,14.973,39.968
2.4192e+05,0.83329,3.2682,0.04,0.00355,2123.7,208.97,12.321,11.385,141.83,11.98,40,0.99999,70.104,3.7589,2.8583,0.96766,95.293,5.0212,0.99996,2.9808,4.9874,1.1953,1.1953,0.00041831,0.040117,72.201,0.069545,28.112,51.61,0.12221,94.593,0.7284,0.007001,0.99997,79.722,61.69,15.648,0.00041833,0.33829,32.024,5.0212,0.59495,14.973,39.968
2.52e+05,0.8333,3.2682,0.04,0.00355,2123.7,208.97,12.321,11.385,141.83,11.98,40,0.99999,70.104,3.759,2.8583,0.96769,95.296,5.0213,0.99997,2.9809,4.9875,1.1953,1.1953,0.00041808,0.040117,72.202,0.069545,28.114,51.61,0.12222,94.594,0.72839,0.0070009,0.99997,79.724,61.69,15.649,0.0004181,0.3383,32.025,5.0213,0.59495,14.973,39.968
2.6208e+05,0.83331,3.2682,0.04,0.00355,2123.8,208.98,12.322,11.385,141.83,11.98,40,0.99999,70.105,3.759,2.8583,0.96771,95.299,5.0213,0.99997,2.9809,4.9875,1.1953,1.1953,0.00041788,0.040117,72.202,0.069545,28.117,51.61,0.12222,94.594,0.72838,0.0070008,0.99998,79.727,61.691,15.649,0.00041789,0.33831,32.026,5.0213,0.59495,14.974,39.968
2.7216e+05,0.83332,3.2682,0.04,0.00355,2123.8,208.98,12.322,11.385,141.83,11.98,40,0.99999,70.105,3.759,2.8583,0.96773,95.302,5.0213,0.99997,2.981,4.9875,1.1953,1.1953,0.0004177,0.040118,72.202,0.069546,28.118,51.61,0.12222,94.595,0.72838,0.0070007,0.99998,79.728,61.691,15.649,0.00041771,0.33832,32.027,5.0213,0.59495,14.974,39.967
2.8224e+05,0.83333,3.2683,0.04,0.00355,2123.8,208.99,12.322,11.385,141.83,11.98,40,0.99999,70.105,3.7591,2.8583,0.96775,95.304,5.0214,0.99998,2.9811,4.9876,1.1953,1.1953,0.00041753,0.040118,72.202,0.069546,28.12,51.61,0.12222,94.596,0.72837,0.0070006,0.99998,79.73,61.691,15.649,0.00041755,0.33833,32.028,5.0214,0.59495,14.974,39.967
2.9232e+05,0.83334,3.2683,0.04,0.00355,2123.8,208.99,12.322,11.385,141.83,11.98,40,0.99999,70.105,3.7591,2.8583,0.96777,95.306,5.0214,0.99998,2.9811,4.9876,1.1953,1.1953,0.00041739,0.040118,72.203,0.069546,28.122,51.61,0.12222,94.596,0.72837,0.0070005,0.99998,79.731,61.691,15.649,0.0004174,0.33834,32.029,5.0214,0.59495,14.974,39.967
3.024e+05,0.83334,3.2683,0.04,0.00355,2123.8,209,12.322,11.385,141.83,11.98,40,0.99999,70.105,3.7591,2.8583,0.96778,95.308,5.0214,0.99998,2.9812,4.9876,1.1953,1.1953,0.00041726,0.040118,72.203,0.069546,28.123,51.61,0.12222,94.596,0.72836,0.0070004,0.99998,79.733,61.692,15.649,0.00041728,0.33834,32.029,5.0214,0.59495,14.974,39.967
3.1248e+05,0.83335,3.2683,0.04,0.00355,2123.8,209,12.322,11.385,141.83,11.98,40,1,70.106,3.7591,2.8583,0.9678,95.31,5.0214,0.99998,2.9812,4.9876,1.1953,1.1953,0.00041715,0.040119,72.203,0.069546,28.124,51.61,0.12222,94.597,0.72836,0.0070004,0.99999,79.734,61.692,15.65,0.00041716,0.33835,32.03,5.0214,0.59495,14.974,39.967
3.2256e+05,0.83335,3.2683,0.04,0.00355,2123.8,209,12.322,11.385,141.83,11.98,40,1,70.106,3.7591,2.8583,0.96781,95.311,5.0214,0.99999,2.9813,4.9876,1.1953,1.1953,0.00041705,0.040119,72.203,0.069546,28.125,51.61,0.12222,94.597,0.72836,0.0070003,0.99999,79.735,61.692,15.65,0.00041706,0.33835,32.03,5.0214,0.59495,14.974,39.967
3.3264e+05,0.83336,3.2683,0.04,0.00355,2123.8,209.01,12.322,11.385,141.83,11.98,40,1,70.106,3.7591,2.8583,0.96782,95.312,5.0215,0.99999,2.9813,4.9876,1.1954,1.1954,0.00041696,0.040119,72.203,0.069546,28.126,51.61,0.12222,94.597,0.72836,0.0070003,0.99999,79.736,61.692,15.65,0.00041697,0.33836,32.031,5.0215,0.59495,14.974,39.967
3.4272e+05,0.83336,3.2683,0.04,0.00355,2123.8,209.01,12.322,11.385,141.83,11.98,40,1,70.106,3.7591,2.8583,0.96783,95.313,5.0215,0.99999,2.9813,4.9876,1.1954,1.1954,0.00041689,0.040119,72.203,0.069546,28.127,51.61,0.12222,94.598,0.72836,0.0070003,0.99999,79.737,61.692,15.65,0.00041689,0.33836,32.031,5.0215,0.59495,14.974,39.967
3.528e+05,0.83337,3.2683,0.04,0.00355,2123.8,209.01,12.322,11.385,141.83,11.98,40,1,70.106,3.7591,2.8583,0.96783,95.314,5.0215,0.99999,2.9813,4.9877,1.1954,1.1954,0.00041682,0.040119,72.203,0.069547,28.127,51.61,0.12223,94.598,0.72836,0.0070002,0.99999,79.737,61.692,15.65,0.00041682,0.33837,32.032,5.0215,0.59495,14.974,39.967
3.6288e+05,0.83337,3.2683,0.04,0.00355,2123.8,209.01,12.322,11.385,141.83,11.98,40,1,70.106,3.7592,2.8583,0.96784,95.315,5.0215,0.99999,2.9814,4.9877,1.1954,1.1954,0.00041675,0.040119,72.203,0.069547,28.128,51.61,0.12223,94.598,0.72836,0.0070002,0.99999,79.738,61.692,15.65,0.00041676,0.33837,32.032,5.0215,0.59495,14.974,39.966
3.7296e+05,0.83337,3.2683,0.04,0.00355,2123.8,209.01,12.322,11.385,141.83,11.98,40,1,70.106,3.7592,2.8583,0.96785,95.316,5.0215,0.99999,2.9814,4.9877,1.1954,1.1954,0.0004167,0.040119,72.203,0.069547,28.129,51.61,0.12223,94.598,0.72836,0.0070002,0.99999,79.738,61.692,15.65,0.0004167,0.33837,32.032,5.0215,0.59495,14.974,39.966
3.8304e+05,0.83337,3.2683,0.04,0.00355,2123.8,209.02,12.322,11.385,141.83,11.98,40,1,70.106,3.7592,2.8583,0.96785,95.317,5.0215,0.99999,2.9814,4.9877,1.1954,1.1954,0.00041665,0.040119,72.203,0.069547,28.129,51.61,0.12223,94.599,0.72835,0.0070002,0.99999,79.739,61.692,15.65,0.00041665,0.33837,32.032,5.0215,0.59495,14.974,39.966
